frame,rot_ke,trans_ke,effi
399,2.503205e-20,9.049690e-22,9.651090e+01,
400,2.501911e-20,1.847476e-21,9.312352e+01,
401,2.500126e-20,1.918428e-21,9.287351e+01,
402,2.498626e-20,2.644859e-21,9.042797e+01,
403,2.497358e-20,4.017824e-21,8.614133e+01,
404,2.495860e-20,5.661980e-21,8.150924e+01,
405,2.494309e-20,5.853353e-21,8.099341e+01,
406,2.492857e-20,6.678034e-21,7.887139e+01,
407,2.491528e-20,7.683902e-21,7.642916e+01,
408,2.490098e-20,8.386368e-21,7.480614e+01,
409,2.488668e-20,8.552999e-21,7.442261e+01,
410,2.486861e-20,7.361342e-21,7.715994e+01,
411,2.485142e-20,6.727076e-21,7.869729e+01,
412,2.483315e-20,5.885060e-21,8.084179e+01,
413,2.481474e-20,3.719688e-21,8.696421e+01,
414,2.479731e-20,4.782963e-21,8.383056e+01,
415,2.477901e-20,3.473366e-21,8.770593e+01,
416,2.476228e-20,3.415145e-21,8.787986e+01,
417,2.474128e-20,3.309997e-21,8.820019e+01,
418,2.472185e-20,3.786100e-21,8.671914e+01,
419,2.470414e-20,4.930147e-21,8.336337e+01,
420,2.468429e-20,6.171303e-21,7.999940e+01,
421,2.466358e-20,7.874895e-21,7.579821e+01,
422,2.464138e-20,1.174640e-20,6.771884e+01,
423,2.461208e-20,1.364202e-20,6.433841e+01,
424,2.458095e-20,1.371844e-20,6.418104e+01,
425,2.454990e-20,1.600712e-20,6.053182e+01,
426,2.452172e-20,1.697570e-20,5.909214e+01,
427,2.449324e-20,2.137649e-20,5.339740e+01,
428,2.446380e-20,2.291340e-20,5.163623e+01,
429,2.443370e-20,2.458308e-20,4.984762e+01,
430,2.440095e-20,2.378054e-20,5.064382e+01,
431,2.436594e-20,2.202863e-20,5.251894e+01,
432,2.433358e-20,2.312471e-20,5.127361e+01,
433,2.429912e-20,2.280694e-20,5.158386e+01,
434,2.426189e-20,2.168609e-20,5.280296e+01,
435,2.422421e-20,2.269768e-20,5.162667e+01,
436,2.418411e-20,2.533203e-20,4.884086e+01,
