frame,rot_ke,trans_ke,effi
277,1.556275e-20,1.448552e-20,5.179250e+01,
278,1.559390e-20,1.430679e-20,5.215231e+01,
279,1.249924e-20,1.153031e-20,5.201612e+01,
280,1.251302e-20,1.016347e-20,5.518058e+01,
281,1.252565e-20,1.166783e-20,5.177283e+01,
282,1.253162e-20,1.120124e-20,5.280284e+01,
283,9.402259e-21,7.842186e-21,5.452341e+01,
284,6.269085e-21,5.911550e-21,5.146763e+01,
285,9.402836e-21,7.705458e-21,5.496069e+01,
286,9.409401e-21,8.421626e-21,5.276982e+01,
287,9.416343e-21,9.795423e-21,4.901342e+01,
288,1.257057e-20,1.036609e-20,5.480559e+01,
289,9.440752e-21,1.100373e-20,4.617750e+01,
290,1.261477e-20,1.275857e-20,4.971663e+01,
291,1.264659e-20,1.410797e-20,4.726891e+01,
292,1.584103e-20,1.439297e-20,5.239476e+01,
293,1.587086e-20,1.575335e-20,5.018580e+01,
294,1.589398e-20,1.415091e-20,5.290078e+01,
295,1.591204e-20,1.290788e-20,5.521195e+01,
296,1.273711e-20,1.181992e-20,5.186748e+01,
297,1.273242e-20,9.838241e-21,5.641138e+01,
298,9.544313e-21,9.211949e-21,5.088601e+01,
299,6.351355e-21,8.240631e-21,4.352632e+01,
300,6.334255e-21,7.646176e-21,4.530801e+01,
301,3.158748e-21,5.267448e-21,3.748724e+01,
302,3.149682e-21,4.149586e-21,4.315065e+01,
303,3.141478e-21,3.002296e-21,5.113271e+01,
304,3.133420e-21,2.147444e-21,5.933537e+01,
305,3.126454e-21,1.765273e-21,6.391309e+01,
306,3.121162e-21,1.439313e-21,6.843940e+01,
307,3.117993e-21,2.688021e-21,5.370281e+01,
308,3.115226e-21,3.107798e-21,5.005968e+01,
309,6.229686e-21,4.944154e-21,5.575242e+01,
310,9.341243e-21,8.180687e-21,5.331172e+01,
311,9.341963e-21,8.914497e-21,5.117073e+01,
312,1.245964e-20,1.070437e-20,5.378879e+01,
313,1.247078e-20,1.110522e-20,5.289609e+01,
314,1.248363e-20,1.268457e-20,4.960079e+01,
